Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
948.47,248.46,256.57,251.50,253.86,244.40,258.60,251.84,245.08,255.22,247.44,243.05,241.69,242.37,238.65,242.37,246.77,238.99,245.41,241.02,239.67,248.46,247.10,237.64,226.48,220.40,218.71,211.95,199.10,194.71,195.05,
948.91,249.06,257.15,253.44,255.80,245.69,258.50,254.79,247.72,255.47,248.73,244.68,242.66,243.33,240.64,244.01,247.38,240.64,246.03,243.33,240.97,249.74,249.40,240.30,229.18,221.43,219.07,214.35,200.19,194.47,196.15,
949.34,248.58,258.99,254.29,255.97,246.90,258.32,255.30,248.91,255.97,248.58,244.21,242.87,244.88,241.19,244.88,248.24,242.53,245.55,242.87,242.87,250.26,249.92,241.19,229.77,221.70,220.70,215.32,200.21,194.83,196.51,
949.78,248.13,259.85,253.83,256.17,246.80,259.19,255.17,249.81,256.51,247.80,242.44,243.78,246.46,240.77,246.80,248.47,243.11,244.79,242.11,243.11,248.80,250.81,243.45,228.38,223.35,220.68,214.65,201.25,194.89,195.90,
950.21,247.29,259.63,254.30,257.63,248.29,258.63,256.63,250.62,254.63,248.62,243.62,243.62,246.95,242.95,247.62,249.62,243.62,245.62,243.28,244.28,249.29,251.63,244.28,229.27,222.26,219.25,215.92,202.57,195.23,195.89,
950.64,249.13,261.43,256.11,260.44,250.79,260.10,258.77,251.79,255.78,250.79,244.80,244.14,248.46,244.47,248.46,251.79,245.47,246.47,243.47,247.46,250.46,252.12,245.80,230.50,223.52,221.85,217.53,203.23,196.24,197.24,
951.08,251.26,263.20,257.23,262.20,251.60,262.20,260.55,253.25,257.23,251.60,245.63,244.63,250.27,244.97,252.59,253.58,247.29,247.62,244.63,248.61,251.26,251.93,248.94,232.04,226.40,223.42,219.11,204.19,197.90,198.56,
951.51,252.43,264.32,259.70,262.67,253.42,262.34,261.35,253.75,256.39,253.75,246.48,245.16,251.11,245.82,254.41,255.73,248.46,248.13,245.16,250.12,252.43,252.43,249.46,232.94,226.00,223.35,219.72,205.18,200.23,198.90,
951.95,254.21,263.76,260.80,264.09,255.20,263.43,262.44,254.87,257.17,255.53,248.61,245.65,252.24,248.61,255.53,256.52,249.93,249.27,245.32,252.89,254.54,253.55,250.59,234.78,226.22,225.23,221.94,207.12,198.89,200.21,
952.38,256.96,264.84,260.57,266.15,256.64,264.84,263.53,256.31,258.93,257.29,248.76,246.13,252.70,249.74,257.95,260.25,251.06,250.40,246.13,255.00,255.65,254.34,251.39,235.63,228.09,226.77,224.15,209.05,200.19,200.85,
952.81,259.10,264.99,263.68,265.97,257.46,265.64,263.02,257.14,258.77,258.12,249.94,247.65,254.19,250.27,258.77,261.06,250.92,250.92,247.65,257.14,257.46,256.15,252.23,237.51,229.00,225.73,223.44,209.37,202.83,201.85,
953.25,261.48,263.77,265.07,267.35,258.88,265.40,264.74,258.55,259.85,259.85,251.38,248.77,253.99,251.05,260.18,262.14,250.40,251.38,247.46,259.53,259.85,257.25,253.33,238.99,230.18,227.90,224.32,211.27,202.14,202.80,
953.68,264.52,265.17,266.14,269.72,261.92,267.12,266.79,259.64,262.57,262.89,252.17,251.84,255.09,253.14,261.92,265.49,251.84,254.77,248.59,261.92,260.29,258.34,253.14,241.45,233.65,231.05,225.85,212.85,203.75,205.05,
954.11,268.24,267.59,269.54,273.10,263.38,270.83,268.89,262.73,265.00,265.65,255.61,254.96,258.85,256.58,264.35,267.59,253.99,257.87,251.72,264.35,263.38,262.09,255.93,245.24,237.14,232.28,228.39,216.08,205.72,207.34,
954.55,273.85,269.97,273.85,275.46,267.39,273.20,272.56,266.10,268.68,268.68,259.64,258.02,259.96,259.96,266.74,270.30,255.44,260.93,254.47,267.07,268.04,265.77,258.67,249.30,239.62,236.06,231.22,220.24,207.65,210.55,
954.98,277.83,273.97,277.19,277.83,270.75,276.22,277.19,269.78,273.32,273.64,262.38,263.02,263.66,265.60,268.49,274.61,259.16,266.24,257.87,270.75,270.42,268.17,260.77,253.68,244.67,239.52,233.72,222.46,209.58,213.76,
955.42,279.82,277.90,281.43,280.79,273.08,280.14,280.14,272.12,277.26,275.33,265.38,266.99,267.63,267.95,271.48,276.61,261.85,269.55,260.57,272.76,273.73,272.44,263.78,256.72,247.41,242.92,236.82,225.59,211.47,215.96,
955.85,284.34,278.90,284.02,282.42,276.02,281.78,282.74,274.42,279.54,277.94,268.99,270.59,269.95,270.91,273.46,279.22,262.91,270.59,262.59,274.42,277.62,275.70,265.47,258.75,249.48,244.04,237.96,229.33,214.29,217.49,
956.28,286.33,281.23,286.01,285.37,277.40,285.06,286.65,277.08,282.50,281.23,271.98,273.26,271.98,274.85,273.90,281.87,264.97,273.58,264.97,277.72,278.68,277.72,265.92,261.14,251.58,246.47,240.73,231.81,215.23,220.01,
956.72,288.42,284.92,288.10,288.10,278.56,287.46,289.37,278.56,286.51,282.38,273.47,275.70,275.70,276.33,277.29,284.28,267.75,275.38,267.75,277.29,280.47,280.79,268.07,262.66,254.39,248.03,242.94,234.04,217.51,222.28,
957.15,292.42,287.98,292.11,289.89,282.59,290.84,291.79,281.96,289.89,285.13,277.83,280.69,278.15,280.05,279.74,287.03,269.59,276.88,271.17,279.10,283.86,283.54,271.49,265.47,256.90,250.24,243.26,235.97,221.06,224.87,
957.58,296.48,291.73,295.53,295.53,286.04,294.90,296.80,284.77,294.27,289.52,282.87,283.82,282.24,285.09,282.87,291.10,273.70,281.93,275.60,282.56,286.67,286.04,274.01,267.69,259.14,254.71,248.07,239.53,223.07,228.13,
958.01,300.81,297.02,298.92,299.55,288.82,299.55,300.50,287.87,299.87,292.61,285.03,287.87,286.92,287.55,286.92,295.45,278.72,285.35,280.61,284.71,290.40,291.03,276.51,270.83,261.67,257.88,251.89,242.42,226.32,232.00,
958.45,303.48,300.96,303.48,301.91,293.09,303.80,303.48,291.52,303.48,295.61,289.95,292.15,290.26,290.58,290.58,298.76,281.45,287.74,284.59,287.43,295.30,294.67,281.13,273.26,264.13,259.09,254.06,245.24,230.13,234.85,
958.88,308.07,304.62,307.76,306.82,296.45,307.44,308.70,296.14,308.07,300.22,293.94,295.20,293.94,295.51,294.57,302.73,285.15,293.00,289.23,292.06,300.22,298.02,284.52,276.04,265.99,263.79,258.45,248.40,233.33,238.04,
959.31,312.00,309.49,311.06,311.68,299.78,311.06,312.62,300.41,313.56,304.17,297.90,299.47,298.53,297.90,298.84,307.61,290.38,297.28,294.14,296.02,303.85,302.91,288.19,279.42,269.71,267.20,261.56,249.97,236.82,241.52,
959.75,314.70,313.76,315.95,315.95,304.39,316.26,314.70,303.45,317.20,306.57,302.51,303.45,301.26,300.32,303.45,310.95,293.13,299.70,298.45,300.32,308.45,306.57,292.82,281.57,272.20,270.32,263.76,252.51,240.63,244.70,
960.18,318.80,318.17,319.73,321.60,308.81,319.42,319.42,309.13,320.67,310.69,306.63,306.94,304.76,305.38,308.19,314.12,296.65,304.45,303.51,305.07,313.81,310.69,297.90,286.04,274.81,273.25,268.58,256.72,242.68,248.92,
960.61,323.41,325.90,324.65,327.46,313.75,324.97,324.97,315.00,326.52,315.93,311.88,312.19,309.08,310.32,312.19,319.36,303.16,310.01,309.08,309.70,318.11,316.86,303.16,291.63,279.79,278.54,272.62,258.91,246.14,253.93,
961.05,329.52,333.26,331.08,333.26,320.50,331.70,329.83,320.50,333.26,320.81,318.32,318.63,314.28,314.90,318.63,324.85,308.67,315.52,314.59,315.21,323.92,323.92,310.85,296.23,286.27,282.85,276.94,262.62,251.11,259.20,
961.48,334.93,339.28,337.11,340.84,326.86,337.42,337.11,327.79,338.97,327.17,324.06,324.06,319.40,321.88,323.75,329.34,313.50,323.13,320.64,322.51,331.21,329.65,317.84,303.24,290.81,286.78,283.05,268.13,254.77,263.16,
961.91,340.82,346.72,343.31,347.34,332.75,343.00,344.24,333.37,344.24,333.37,328.72,329.03,324.99,327.48,329.34,335.55,321.27,329.34,325.92,328.10,336.79,335.55,323.13,310.09,296.13,293.95,288.99,271.91,258.88,268.50,
962.34,346.38,352.89,347.93,352.89,337.70,350.10,348.86,339.87,350.10,339.87,333.98,333.98,330.57,332.12,336.15,340.80,325.92,335.84,330.26,333.67,342.66,341.73,329.64,314.75,302.35,299.25,293.98,277.23,263.59,272.89,
962.78,351.97,358.47,354.14,358.47,343.60,354.45,356.00,346.08,354.76,345.77,339.89,338.34,335.24,338.65,341.74,345.46,331.21,340.81,336.48,339.27,348.87,346.70,336.17,320.99,307.97,303.94,299.30,281.02,268.00,276.68,
963.21,358.59,364.78,360.76,365.40,350.23,360.14,363.23,352.09,360.45,351.47,345.27,342.80,340.94,344.96,347.75,351.47,337.22,348.06,341.25,344.96,355.18,352.39,340.94,327.00,313.07,311.21,304.71,285.51,273.12,280.86,
963.64,364.59,371.71,365.21,372.33,356.23,367.38,368.30,358.40,366.76,357.78,350.04,347.57,347.88,349.73,355.31,358.40,342.93,354.38,346.02,350.35,359.95,358.40,347.57,331.47,319.40,316.31,310.12,291.24,278.55,285.36,
964.08,370.55,378.28,373.02,377.97,363.12,373.02,374.88,364.67,371.16,364.98,355.70,354.15,354.46,356.63,362.50,363.74,347.97,360.65,352.61,356.01,366.53,364.05,353.23,338.07,324.77,321.06,315.49,296.93,284.25,290.44,
964.51,379.88,384.83,381.12,386.07,370.61,381.74,383.90,372.77,378.96,373.70,363.19,361.65,362.57,364.74,369.99,371.23,355.77,368.76,359.17,364.12,374.63,371.23,360.72,344.95,331.97,329.81,323.63,303.84,290.55,296.74,
964.94,390.45,394.16,389.21,393.85,378.40,391.38,393.85,381.49,388.29,383.34,371.30,369.75,371.61,372.84,379.95,382.42,365.74,378.09,367.90,372.84,382.73,379.95,369.75,352.15,341.64,337.94,331.45,310.44,299.01,303.96,
965.37,400.08,403.79,400.39,401.63,387.74,400.70,403.17,390.21,396.69,391.75,379.71,378.47,381.56,381.87,389.90,392.06,374.15,388.35,377.86,382.49,392.06,388.04,378.17,361.19,349.46,345.44,338.65,318.59,307.47,310.87,
965.81,410.95,411.26,410.34,411.57,397.38,411.26,414.35,400.46,406.33,401.70,387.81,387.81,391.21,392.13,399.23,400.46,384.11,398.00,386.89,392.44,403.24,395.84,386.89,370.23,357.89,356.04,347.71,328.89,314.69,318.40,
966.24,422.47,422.16,420.00,421.23,407.36,422.16,424.63,411.06,416.61,412.29,396.87,397.80,402.11,401.81,411.06,413.52,394.41,408.28,397.49,403.04,413.22,405.81,395.64,379.29,369.43,367.27,356.78,337.36,323.79,327.18,
966.67,433.66,432.74,432.74,431.50,418.25,433.97,434.89,422.26,428.73,422.87,408.39,409.00,413.01,412.70,421.95,424.41,405.30,419.17,409.00,413.63,424.41,417.32,406.85,389.59,380.03,375.72,364.93,347.36,333.49,336.57,
967.10,445.67,443.20,445.67,443.20,430.27,445.05,447.52,433.66,440.43,432.73,418.87,421.03,424.42,424.72,433.66,434.89,415.18,428.73,418.87,426.26,435.81,428.73,417.02,400.08,390.23,386.22,374.21,357.27,342.80,345.57,
967.53,457.63,455.48,456.71,454.55,441.63,456.71,457.94,445.32,450.86,445.01,429.32,432.70,436.09,436.09,443.47,447.48,425.01,440.70,428.39,437.63,445.94,439.47,427.16,410.85,401.31,396.39,383.46,366.84,351.46,354.53,
967.97,469.11,466.96,467.88,465.73,450.96,468.80,468.19,456.19,462.65,456.19,440.81,444.81,448.50,446.04,454.04,458.96,435.89,451.58,438.66,448.81,457.11,451.58,438.66,421.74,411.89,405.74,393.44,376.83,360.52,363.60,
968.40,480.88,476.89,479.35,475.97,462.44,479.96,479.35,466.13,473.51,465.51,451.98,456.29,457.52,456.90,463.67,468.28,446.14,461.21,448.29,459.98,467.97,463.36,448.29,432.00,421.24,416.01,401.25,386.49,369.89,372.35,
968.83,490.63,486.94,489.70,487.25,472.49,490.63,491.24,476.18,484.17,475.56,462.34,465.11,466.34,466.96,471.26,479.25,456.20,471.26,457.43,469.42,476.79,471.26,457.12,442.36,431.30,425.46,409.47,394.10,376.58,380.88,
969.26,499.65,496.88,498.11,496.88,479.97,499.96,499.34,484.27,494.42,482.74,469.82,473.82,475.97,475.67,479.66,488.27,464.29,479.97,464.90,477.20,484.89,481.20,464.60,450.14,440.00,432.00,417.24,401.87,383.11,387.11,
969.70,506.60,503.21,504.75,503.21,487.53,507.21,504.44,490.30,501.06,489.99,477.68,481.38,481.38,481.99,485.07,493.99,467.84,485.99,469.69,484.45,493.37,488.14,470.61,457.38,445.08,438.01,421.70,409.40,388.18,391.87,
970.13,509.88,507.42,509.58,510.50,492.36,512.65,509.27,495.12,505.89,495.12,482.82,486.51,486.82,488.36,487.74,499.12,473.60,490.82,473.90,489.28,497.58,492.05,474.21,461.60,449.30,443.15,427.16,413.94,391.18,396.10,
970.56,513.45,512.22,513.14,514.37,494.68,516.52,512.52,498.37,511.60,498.68,486.37,490.07,490.99,491.60,491.60,503.60,477.15,494.99,477.15,492.84,499.91,497.14,478.99,464.23,452.23,446.69,431.00,416.54,394.08,398.39,
970.99,515.59,514.36,516.51,516.20,498.35,518.36,514.05,500.81,512.82,501.12,489.73,493.73,492.50,493.73,493.42,506.04,478.34,496.19,479.88,493.73,502.66,500.20,481.73,466.34,454.02,447.56,431.55,418.01,396.46,400.16,
971.42,515.28,515.89,518.05,518.67,498.34,519.59,516.20,501.42,514.66,502.34,490.64,493.41,494.64,495.57,493.72,507.89,479.24,498.03,481.09,495.57,503.27,499.57,480.78,466.62,453.06,449.06,433.97,419.18,395.47,400.70,
971.86,514.83,517.61,516.68,519.46,498.49,519.15,516.99,501.88,516.37,502.81,490.48,492.33,494.79,493.87,493.87,509.28,480.00,499.73,482.46,494.79,503.12,499.73,481.54,466.12,452.87,449.79,434.68,418.65,395.53,401.69,
972.29,513.65,517.66,516.42,518.89,499.45,520.13,514.88,500.06,516.73,502.53,490.80,492.96,493.27,493.27,494.51,509.01,480.00,498.83,483.09,493.58,505.00,499.75,481.54,465.49,451.60,448.82,433.39,417.65,396.66,402.21,
972.72,511.40,516.96,515.42,518.51,498.73,519.43,515.11,499.35,515.11,500.89,488.84,491.62,491.93,493.79,492.24,506.76,479.88,498.42,483.59,492.24,504.91,497.80,479.26,464.12,448.98,448.05,432.91,415.92,393.98,403.25,
973.15,509.61,517.96,513.94,517.03,496.61,517.03,513.63,498.47,514.56,499.40,487.64,491.04,490.73,491.04,491.35,506.20,479.59,498.16,483.31,490.11,502.80,496.61,478.05,462.58,448.03,447.41,431.63,414.31,392.34,402.24,
973.58,507.76,518.29,512.41,514.88,495.99,517.05,510.55,496.92,513.95,498.16,486.69,490.72,489.48,489.48,491.34,504.97,477.71,495.68,482.98,489.17,502.80,496.30,478.02,460.36,447.04,445.80,431.24,412.65,392.20,400.88,
974.01,506.08,517.87,511.04,514.77,495.85,514.46,510.11,496.78,512.28,497.71,484.69,489.03,487.17,488.41,490.58,502.67,476.62,495.54,482.83,487.79,502.36,494.61,478.17,458.95,444.37,444.68,431.04,412.74,390.73,400.65,
974.45,504.97,518.62,511.17,514.90,496.28,513.35,510.55,497.21,511.48,497.83,483.24,488.83,486.97,488.21,490.38,502.48,478.28,495.04,483.55,486.03,501.55,494.73,477.65,458.72,445.07,445.38,430.79,409.99,390.44,400.37,
974.88,506.25,519.92,511.53,515.26,497.55,514.64,511.22,497.55,512.47,498.79,483.56,489.16,486.67,487.29,491.95,502.52,477.35,495.37,485.12,486.67,502.21,495.99,479.21,458.70,446.27,446.58,431.66,410.22,391.26,400.90,
975.31,505.41,520.03,512.88,515.99,499.19,514.75,511.95,498.57,511.01,500.13,484.89,488.31,486.75,488.00,492.35,501.06,476.80,497.95,486.13,487.69,503.55,497.02,479.60,460.32,446.32,446.01,432.63,411.17,391.58,401.84,
975.74,508.26,521.02,513.87,518.53,501.42,515.73,513.55,499.55,513.24,501.42,485.54,488.65,487.72,488.65,493.32,502.04,479.01,499.24,486.16,488.34,505.15,498.61,480.56,461.26,447.57,446.64,434.19,412.71,392.48,403.68,
976.17,510.65,522.17,514.39,521.24,502.25,518.13,514.70,501.31,513.77,503.49,486.68,490.10,489.48,489.48,495.08,502.87,479.20,500.69,487.61,490.41,505.98,500.38,483.56,462.39,450.56,447.76,436.23,414.13,393.89,404.79,
976.60,513.75,523.72,517.18,522.17,505.03,519.67,516.87,503.78,514.38,506.28,489.14,492.57,491.01,492.26,496.31,503.47,479.79,502.85,489.45,492.88,507.83,504.10,486.65,464.84,452.07,448.95,437.42,415.93,396.30,404.71,
977.03,517.08,524.25,519.58,525.19,507.42,521.13,521.45,507.11,516.15,508.98,491.84,494.64,494.02,495.27,499.01,505.24,483.73,505.24,491.21,495.89,509.29,506.17,488.41,468.15,455.06,452.25,440.72,418.28,397.40,406.44,
977.47,521.79,525.84,522.41,528.65,510.25,524.28,524.59,510.87,519.29,512.74,493.72,496.21,498.39,497.77,504.01,509.00,485.92,508.37,493.09,499.95,510.87,510.56,492.78,469.08,459.10,455.35,444.44,421.98,400.77,407.32,
977.90,525.44,527.94,527.62,531.37,513.58,526.06,527.94,513.27,521.38,516.39,497.36,499.23,502.97,501.10,507.66,512.02,488.31,512.02,497.67,504.22,513.58,513.90,495.49,473.96,461.79,456.80,448.06,424.03,403.75,409.37,
978.33,530.12,529.50,531.68,535.74,516.70,529.50,532.31,517.64,524.82,519.82,501.09,503.59,507.33,506.08,509.83,514.83,492.97,516.07,500.15,507.64,517.64,517.01,499.21,477.05,465.50,462.06,451.76,428.34,406.80,412.73,
978.76,535.27,531.83,535.58,539.02,520.27,534.02,536.52,521.21,528.39,524.02,504.64,506.83,511.83,509.96,514.33,520.27,498.40,519.64,504.33,512.46,519.33,520.58,503.39,479.96,470.27,466.21,454.96,430.28,410.59,416.21,
979.19,540.01,535.00,540.01,541.88,523.44,537.82,540.32,524.37,531.88,526.56,509.36,510.62,516.24,513.43,518.75,524.69,501.23,523.12,509.05,516.87,521.87,524.69,507.18,484.04,473.09,467.46,457.15,434.32,414.31,419.94,
979.62,544.87,536.73,544.87,544.56,526.72,540.80,544.56,528.28,536.42,529.85,512.95,514.51,520.46,517.64,522.65,529.22,506.37,527.34,511.38,522.34,526.40,528.60,510.76,487.28,476.33,471.64,460.37,439.09,416.87,422.19,
980.05,550.20,542.05,548.01,549.26,531.09,544.87,550.20,532.97,540.80,534.85,516.67,519.81,524.82,521.37,527.01,534.85,511.03,530.77,516.05,526.07,529.52,532.65,513.85,490.04,482.21,476.57,463.72,441.79,420.48,425.81,
980.48,553.82,548.48,553.50,554.13,534.05,550.37,554.76,536.56,545.35,538.76,520.87,526.21,529.03,525.89,531.85,540.64,515.54,534.99,522.44,530.91,534.36,536.87,518.05,496.71,487.30,480.08,467.21,444.94,424.23,429.56,
980.91,560.13,552.58,559.18,557.93,540.64,555.10,560.44,540.95,550.38,542.84,526.18,532.47,534.04,531.21,536.87,545.35,520.84,539.38,527.44,536.55,540.01,541.27,522.72,500.72,491.92,485.95,470.86,449.80,428.74,433.14,
981.35,564.92,557.68,564.61,564.61,545.71,560.20,565.87,545.71,554.53,548.86,531.23,538.78,538.15,536.27,541.62,551.70,526.19,544.14,532.49,540.99,544.77,545.08,526.19,505.72,498.48,490.61,475.49,453.76,432.35,437.70,
981.78,570.34,564.34,570.66,570.34,550.14,567.82,570.66,549.19,561.50,553.61,536.25,545.72,544.46,541.62,546.35,557.40,531.52,548.88,537.20,546.98,550.14,550.77,530.26,511.63,504.37,494.59,480.07,458.92,436.83,442.51,
982.21,575.77,569.76,576.40,574.19,556.47,572.29,574.82,552.99,567.23,558.37,542.87,552.04,547.61,545.40,551.41,561.85,534.64,553.63,542.24,553.31,556.47,554.89,535.59,517.56,509.34,498.90,483.08,463.78,441.00,446.70,
982.64,581.27,574.92,580.95,580.63,561.60,579.36,580.31,558.43,573.34,564.14,548.29,556.85,552.09,551.14,554.31,568.26,539.09,558.43,546.38,557.80,561.60,560.02,540.99,521.65,514.36,504.21,488.03,468.06,443.96,452.20,
983.07,586.91,582.45,585.32,585.32,564.97,585.00,585.00,562.42,580.23,567.83,553.84,560.83,557.66,555.11,560.20,573.55,543.98,563.70,551.93,563.06,566.56,566.24,546.21,527.13,519.19,508.38,492.80,470.54,447.01,454.96,
983.50,590.94,587.12,590.62,589.35,570.24,589.99,589.03,567.05,585.53,573.10,558.77,566.73,561.32,559.40,563.86,577.56,546.98,567.69,556.22,567.37,573.74,572.15,549.85,532.64,522.45,510.98,494.73,475.30,450.45,459.06,
983.93,595.30,591.79,595.62,595.30,575.82,594.98,595.62,571.35,590.19,579.02,563.37,570.07,566.88,564.96,566.88,582.85,551.87,572.95,559.85,572.31,577.74,575.18,552.51,536.86,525.68,515.46,501.09,479.05,453.82,463.09,
984.36,599.54,599.86,598.26,601.14,579.37,599.86,599.54,576.17,596.34,583.21,566.57,574.57,571.37,567.53,571.69,586.74,555.69,578.73,563.69,575.21,582.25,580.65,557.29,541.92,529.44,519.20,504.47,481.42,457.42,467.66,
984.79,603.72,603.40,604.36,604.04,585.75,605.64,602.75,580.30,601.15,587.36,571.96,580.30,575.49,571.96,575.81,590.89,559.45,581.90,567.15,580.30,588.32,584.47,562.34,546.62,533.14,522.56,507.16,485.03,462.57,470.91,
985.22,607.78,607.46,608.74,608.74,590.10,609.39,607.78,584.96,605.53,592.03,576.28,582.39,580.46,577.57,577.89,594.60,563.42,587.53,569.21,585.60,592.03,587.53,564.07,549.93,535.14,526.78,512.32,488.54,465.40,476.00,
985.65,610.79,613.05,611.44,612.72,592.76,613.69,611.44,589.86,610.79,595.66,579.24,586.00,583.75,580.20,581.81,599.52,567.65,592.12,571.83,587.61,595.66,592.76,567.97,554.12,537.70,530.30,515.17,491.66,468.80,479.43,
986.08,613.89,619.37,615.18,615.83,597.44,619.05,613.89,592.92,615.18,599.05,583.24,589.05,587.44,584.53,585.82,603.57,570.99,594.53,575.50,590.66,601.31,597.11,573.24,557.11,539.37,532.92,518.73,494.21,472.92,483.24,
986.51,616.44,622.26,619.99,620.96,600.61,619.99,618.70,598.02,618.70,601.26,586.39,590.27,590.27,588.33,588.65,605.78,574.12,598.35,578.64,593.50,604.49,599.32,576.05,559.58,540.52,536.64,522.42,497.55,474.28,487.21,
986.94,618.95,627.04,623.81,624.78,602.78,623.16,622.51,602.45,621.54,604.72,588.22,592.75,593.72,591.13,591.13,608.92,578.51,601.16,581.74,595.01,606.33,603.75,578.51,562.66,542.60,540.33,524.80,499.24,476.91,489.21,
987.37,620.88,630.60,626.06,628.33,606.30,627.68,624.44,605.33,623.80,608.24,591.07,595.60,596.58,593.01,596.58,610.19,580.70,602.73,584.26,596.90,610.19,605.65,581.02,565.14,545.38,542.46,526.58,502.28,480.24,491.91,
987.80,622.75,633.13,629.24,631.83,609.44,628.91,627.62,609.44,624.37,611.71,591.92,596.46,597.76,597.44,598.41,611.39,583.48,606.52,586.08,600.68,613.66,608.15,583.48,567.90,546.16,543.89,529.29,506.57,481.58,494.89,
988.24,625.57,635.97,632.07,634.99,613.21,631.09,630.77,611.26,625.89,615.16,594.35,598.25,599.88,599.23,601.18,614.84,586.87,609.63,588.83,602.81,615.16,611.58,585.57,569.97,549.16,547.53,532.58,506.89,483.48,496.81,
988.67,628.53,638.63,632.77,638.96,614.53,634.40,631.47,613.88,628.86,617.14,595.97,599.88,601.83,600.53,604.11,616.16,588.15,611.60,591.73,604.76,617.79,614.86,589.45,571.22,552.65,550.05,534.74,509.02,485.24,497.62,
989.10,630.80,640.26,636.02,640.58,617.42,636.02,634.06,616.76,627.86,619.37,599.79,601.10,604.36,603.71,606.97,616.44,590.66,613.17,595.23,607.30,621.01,617.42,591.64,573.36,553.45,551.17,537.79,511.03,486.88,498.96,
989.53,632.87,640.71,638.42,643.66,618.48,638.10,636.14,618.48,629.27,621.10,600.51,601.81,606.06,606.39,609.00,618.81,593.31,615.22,597.89,609.33,622.08,620.77,592.99,575.33,554.74,553.43,540.36,511.92,488.38,500.48,
989.96,635.44,641.99,638.71,645.92,619.71,640.68,637.73,621.68,632.16,622.66,602.35,603.34,609.23,607.27,613.16,619.71,594.82,615.46,600.72,611.85,623.97,622.99,596.79,575.17,557.15,555.51,542.74,513.92,489.35,500.81,
990.39,638.32,643.58,641.28,647.19,622.56,642.27,638.00,623.55,632.74,625.52,604.83,604.83,610.74,608.77,616.32,620.59,595.97,618.62,603.85,614.03,626.18,625.19,598.92,577.58,558.21,556.56,544.09,514.86,491.22,501.07,
990.82,640.29,641.93,641.93,648.84,623.83,642.92,641.27,625.81,634.03,627.12,606.40,606.40,613.63,610.34,617.25,621.86,599.49,620.54,605.41,614.95,627.12,627.12,599.16,579.42,560.00,559.34,544.87,516.24,492.22,502.09,
991.25,642.58,643.90,641.59,649.84,624.44,645.88,643.24,627.40,635.98,630.04,606.29,608.27,615.53,611.24,620.15,624.11,599.70,623.45,608.27,616.85,628.39,629.38,601.68,579.57,562.42,560.77,546.26,517.23,494.47,501.73,
991.68,644.82,645.15,643.83,651.11,626.63,647.14,644.49,628.28,636.88,630.93,608.76,610.42,617.69,611.74,622.66,626.30,601.48,625.63,610.42,618.02,629.94,631.59,604.13,581.30,563.77,560.79,546.89,518.11,497.27,503.55,
992.11,647.06,645.07,645.40,651.38,627.48,647.39,646.07,629.81,639.10,630.80,609.90,612.55,618.86,614.21,622.18,628.81,604.26,628.48,611.56,619.85,631.47,632.46,604.26,582.36,565.10,564.44,548.18,520.30,498.40,503.38,
992.54,648.15,646.49,646.82,652.14,628.84,649.15,649.15,630.51,640.49,633.17,610.87,615.53,620.52,613.53,624.85,631.50,605.54,629.51,613.20,619.19,630.51,634.17,606.20,581.57,567.59,565.59,549.28,519.65,500.68,504.01,
992.97,649.61,647.94,648.94,653.62,628.23,650.61,649.27,630.90,642.93,631.57,611.87,617.88,622.55,612.87,626.23,633.24,606.52,629.57,615.21,620.22,631.57,634.91,607.19,583.48,568.11,565.78,550.41,521.69,502.32,503.99,
993.40,651.98,647.62,649.64,652.65,629.19,651.31,650.31,632.20,643.60,631.87,613.43,620.47,622.48,614.44,627.51,633.21,607.73,630.53,614.44,621.81,632.20,634.55,607.40,584.27,568.18,568.18,549.74,524.27,503.48,505.83,
993.83,652.43,648.06,650.42,654.45,630.24,651.76,652.43,632.26,645.04,633.27,612.41,622.50,623.18,615.44,626.88,636.29,609.05,631.25,614.43,622.17,631.25,634.27,608.38,583.83,571.05,570.04,550.53,525.31,504.12,506.48,
994.26,654.37,651.00,650.32,655.39,629.72,654.37,654.71,632.76,646.94,632.76,614.87,624.66,625.33,615.54,627.70,638.50,609.13,631.41,616.22,621.62,631.07,634.11,609.13,585.83,571.98,569.96,551.39,526.74,505.13,507.83,
