Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
485.94,1216.90,1224.59,1226.67,1229.63,1197.96,1233.47,1230.81,1192.04,1221.04,1203.58,1168.66,1171.03,1173.40,1181.39,1182.28,1206.25,1154.16,1189.08,1167.18,1184.35,1204.77,1197.96,1155.94,1115.10,1086.10,1076.03,1047.62,1002.94,956.18,967.72,
486.41,1212.31,1220.01,1220.89,1226.81,1193.96,1229.48,1227.40,1186.56,1216.16,1199.29,1164.36,1167.32,1168.21,1177.09,1178.57,1202.84,1150.16,1185.97,1163.47,1180.94,1201.36,1194.55,1151.93,1111.68,1083.86,1071.43,1043.60,998.32,953.63,965.17,
486.87,1212.53,1220.23,1220.23,1228.82,1192.99,1230.30,1226.75,1186.47,1218.16,1199.50,1162.48,1168.70,1168.11,1177.29,1179.07,1202.76,1151.52,1187.36,1162.48,1180.25,1201.28,1196.54,1150.93,1110.65,1084.29,1070.07,1041.94,997.81,953.97,964.64,
487.34,1217.73,1222.47,1225.14,1231.66,1196.09,1231.95,1229.88,1188.39,1221.28,1203.80,1165.57,1171.50,1173.27,1178.90,1184.54,1204.98,1155.49,1189.87,1164.98,1180.98,1204.98,1199.95,1154.60,1113.41,1088.22,1073.70,1045.54,1001.09,955.16,966.12,
487.81,1223.30,1227.74,1229.82,1235.75,1200.76,1235.75,1233.97,1193.34,1225.07,1209.95,1170.80,1175.85,1177.92,1185.04,1190.38,1210.54,1160.13,1193.34,1170.80,1187.41,1210.54,1205.21,1159.54,1117.72,1095.18,1080.06,1049.22,1004.44,959.36,970.63,
488.27,1230.48,1234.63,1237.90,1243.54,1206.14,1242.94,1241.46,1200.50,1232.26,1217.42,1179.13,1183.59,1185.37,1192.19,1197.83,1218.61,1166.67,1201.69,1176.17,1194.86,1218.31,1210.89,1166.97,1125.42,1100.19,1085.35,1055.37,1010.26,963.96,976.13,
488.74,1237.05,1244.17,1246.25,1251.00,1213.60,1250.70,1248.33,1208.55,1240.91,1223.69,1186.88,1190.74,1194.00,1199.35,1204.99,1227.55,1175.30,1208.85,1184.50,1203.21,1225.77,1218.35,1175.30,1132.25,1107.61,1094.85,1062.49,1017.96,969.57,982.34,
489.21,1245.87,1251.81,1254.19,1257.76,1220.31,1256.86,1255.08,1214.66,1247.65,1231.30,1194.45,1197.42,1200.40,1206.93,1213.77,1234.28,1181.67,1214.96,1192.07,1211.99,1234.57,1226.25,1181.37,1138.58,1113.91,1099.94,1068.14,1022.97,976.60,987.60,
489.67,1250.99,1255.75,1260.21,1265.26,1225.12,1262.89,1262.29,1219.47,1254.86,1236.12,1199.25,1202.22,1205.49,1210.85,1220.07,1238.50,1186.46,1221.26,1196.57,1217.69,1240.58,1231.66,1186.76,1143.94,1118.37,1103.80,1074.06,1027.67,980.69,991.99,
490.14,1257.68,1264.23,1267.20,1270.18,1230.29,1269.88,1266.90,1225.83,1261.55,1239.82,1203.80,1209.16,1213.62,1216.60,1226.12,1244.28,1192.19,1227.91,1201.12,1223.15,1246.66,1238.33,1193.38,1150.22,1124.32,1110.92,1080.86,1032.34,985.60,997.21,
490.61,1264.35,1271.20,1272.69,1275.67,1235.43,1276.27,1272.69,1233.94,1267.63,1246.76,1208.89,1216.05,1220.52,1221.71,1231.85,1251.23,1198.46,1233.64,1207.11,1229.17,1254.21,1243.48,1198.46,1157.32,1128.40,1116.48,1085.77,1037.77,990.37,1002.59,
491.07,1268.96,1274.93,1276.72,1280.00,1240.02,1281.79,1277.91,1238.53,1270.75,1249.87,1213.17,1220.93,1225.10,1224.80,1237.34,1254.64,1203.62,1238.23,1209.89,1233.16,1259.71,1248.38,1204.22,1161.55,1132.61,1119.48,1092.03,1041.61,994.17,1006.40,
491.54,1272.51,1279.98,1280.87,1282.36,1243.84,1286.55,1280.87,1242.94,1273.70,1252.80,1216.07,1225.03,1231.00,1228.61,1239.96,1258.77,1208.00,1241.75,1212.48,1235.48,1262.36,1251.90,1209.20,1163.51,1136.93,1122.59,1096.31,1044.95,998.06,1009.71,
492.01,1277.08,1284.26,1286.05,1285.45,1248.09,1289.04,1285.45,1246.89,1276.79,1256.16,1220.58,1227.46,1235.53,1231.35,1243.30,1262.44,1211.02,1243.90,1215.80,1238.52,1266.62,1254.96,1212.51,1169.46,1138.67,1127.01,1098.62,1048.99,1000.56,1012.82,
492.47,1277.84,1289.21,1289.81,1290.71,1253.00,1292.81,1288.32,1251.80,1279.94,1258.08,1226.06,1230.55,1238.03,1234.14,1246.71,1266.47,1213.48,1247.31,1221.27,1241.62,1268.56,1256.89,1214.68,1172.48,1141.64,1128.18,1101.83,1050.95,1004.55,1016.82,
492.94,1281.39,1292.48,1293.67,1292.77,1256.53,1296.67,1291.58,1254.43,1282.89,1261.02,1228.38,1235.56,1240.66,1235.56,1249.04,1269.11,1216.39,1251.14,1223.58,1243.05,1271.21,1260.13,1218.79,1174.46,1143.01,1130.43,1105.27,1052.25,1007.62,1020.50,
493.41,1287.19,1296.18,1296.48,1296.48,1261.40,1299.78,1296.48,1259.30,1286.59,1265.60,1231.72,1238.61,1244.31,1238.91,1253.00,1270.39,1219.12,1253.60,1226.92,1245.51,1272.49,1265.00,1222.42,1177.75,1145.06,1134.57,1108.78,1056.91,1010.14,1023.93,
493.87,1290.28,1301.09,1300.19,1300.19,1266.26,1304.09,1301.99,1264.16,1289.68,1271.36,1236.53,1242.84,1248.54,1242.24,1258.45,1273.77,1222.72,1258.75,1229.93,1249.14,1277.07,1268.66,1224.22,1181.28,1148.25,1136.84,1112.22,1059.37,1014.03,1028.44,
494.34,1293.45,1305.47,1303.67,1303.07,1269.70,1308.48,1306.08,1269.39,1293.75,1275.11,1240.23,1246.24,1251.96,1246.54,1261.88,1276.61,1226.10,1262.18,1232.11,1251.66,1279.32,1272.40,1229.41,1185.21,1150.33,1141.91,1115.46,1062.54,1017.14,1031.87,
494.81,1297.63,1311.78,1306.96,1305.76,1275.35,1312.38,1308.77,1274.14,1297.63,1278.36,1245.24,1250.36,1256.38,1249.76,1264.81,1281.67,1229.58,1267.22,1234.40,1254.27,1280.47,1275.95,1233.80,1190.14,1152.51,1145.89,1118.49,1067.00,1019.43,1033.89,
495.27,1299.89,1313.76,1308.93,1308.33,1277.28,1313.46,1312.85,1276.98,1301.10,1283.01,1248.64,1251.36,1257.39,1252.26,1267.33,1283.31,1231.46,1270.05,1238.09,1255.27,1282.10,1277.88,1235.98,1191.97,1154.29,1147.65,1120.52,1068.37,1021.04,1035.81,
495.74,1301.05,1312.21,1307.69,1308.29,1278.12,1314.02,1313.12,1275.40,1300.44,1283.55,1248.55,1250.36,1254.58,1252.17,1266.95,1281.74,1231.05,1270.27,1237.08,1257.00,1280.23,1278.42,1235.87,1191.82,1154.11,1147.77,1120.92,1067.81,1019.84,1034.02,
496.21,1299.43,1312.11,1305.77,1305.47,1275.88,1313.02,1313.62,1275.88,1300.64,1281.92,1247.50,1250.52,1252.64,1251.13,1265.32,1281.92,1229.09,1269.54,1238.14,1256.56,1277.69,1277.69,1235.12,1191.65,1152.70,1146.66,1119.19,1068.17,1018.65,1033.45,
496.67,1298.60,1312.51,1307.37,1306.76,1275.91,1311.90,1313.72,1275.91,1301.62,1283.17,1245.97,1250.51,1252.33,1250.51,1265.03,1280.45,1229.04,1270.47,1239.02,1257.47,1277.43,1277.43,1234.48,1191.54,1153.43,1149.20,1121.08,1067.24,1018.55,1033.07,
497.14,1297.56,1309.07,1303.01,1304.53,1273.94,1311.80,1311.49,1273.63,1297.86,1280.30,1244.86,1248.19,1249.10,1249.40,1263.34,1278.48,1227.29,1269.39,1236.68,1256.37,1276.06,1276.97,1233.35,1188.83,1154.30,1146.12,1120.37,1065.55,1015.88,1031.33,
497.61,1295.62,1305.33,1298.65,1299.26,1268.01,1308.97,1307.75,1269.23,1295.62,1278.02,1238.59,1245.87,1245.87,1247.69,1259.22,1275.90,1224.33,1267.41,1233.43,1253.76,1273.17,1273.78,1231.31,1186.41,1152.44,1144.85,1116.34,1063.86,1013.80,1029.58,
498.07,1292.68,1300.58,1296.02,1296.02,1262.62,1303.92,1302.09,1264.74,1291.77,1274.46,1233.47,1238.63,1241.06,1244.40,1255.33,1270.51,1219.80,1263.53,1229.52,1249.56,1268.99,1269.60,1226.18,1182.15,1148.44,1142.37,1112.31,1061.60,1009.97,1024.55,
498.54,1285.84,1294.66,1291.92,1291.62,1259.08,1299.53,1297.70,1259.99,1287.36,1268.20,1230.19,1234.75,1236.57,1239.62,1251.17,1269.42,1217.41,1259.69,1225.02,1245.39,1265.47,1266.38,1221.67,1177.88,1145.64,1137.12,1107.93,1057.44,1006.66,1020.04,
499.01,1281.89,1288.90,1288.59,1287.37,1252.36,1295.29,1292.85,1254.79,1283.41,1263.01,1224.95,1229.82,1231.65,1236.83,1245.96,1264.84,1213.38,1256.01,1220.69,1241.40,1261.19,1261.80,1218.56,1173.80,1142.13,1133.61,1103.16,1054.44,1002.68,1015.47,
499.47,1277.67,1283.46,1286.20,1283.76,1247.21,1289.55,1286.81,1250.56,1278.89,1258.78,1220.09,1224.97,1227.71,1232.28,1240.20,1261.22,1208.82,1252.69,1217.96,1236.24,1256.65,1258.17,1212.78,1169.52,1139.06,1128.70,1097.32,1050.41,998.01,1010.50,
499.94,1273.57,1277.84,1281.80,1279.36,1243.06,1285.46,1283.33,1246.11,1274.18,1253.74,1216.52,1222.32,1222.32,1229.95,1237.27,1256.48,1206.15,1246.72,1213.47,1233.00,1254.35,1254.96,1207.68,1165.28,1137.52,1125.31,1093.28,1045.39,996.59,1007.87,
500.40,1270.22,1274.81,1280.61,1277.56,1240.28,1282.75,1279.39,1241.50,1271.44,1248.83,1214.00,1220.11,1220.42,1228.05,1233.86,1254.33,1203.61,1243.03,1210.03,1231.42,1250.97,1252.80,1204.53,1161.44,1135.47,1123.55,1091.16,1042.88,995.52,1005.60,
500.87,1267.61,1272.81,1278.93,1275.87,1237.92,1281.38,1277.71,1239.14,1270.67,1246.18,1212.52,1217.42,1220.48,1226.90,1231.19,1254.14,1201.50,1240.98,1210.07,1226.90,1250.16,1252.30,1201.50,1159.88,1133.26,1121.32,1088.27,1041.75,994.01,1004.72,
501.34,1267.70,1271.08,1276.90,1274.76,1237.35,1278.13,1275.06,1237.05,1268.32,1245.32,1210.99,1216.20,1218.04,1226.32,1229.08,1252.99,1199.64,1239.19,1208.53,1226.01,1250.84,1250.54,1199.64,1158.26,1134.04,1121.16,1087.13,1040.84,994.24,1003.74,
501.80,1267.90,1270.36,1274.66,1273.73,1237.21,1278.34,1274.35,1236.29,1268.52,1244.27,1210.51,1215.11,1217.57,1226.16,1228.92,1251.64,1198.54,1236.90,1206.83,1223.40,1250.41,1250.41,1198.23,1156.49,1132.55,1119.04,1084.36,1040.47,993.21,1002.72,
502.27,1268.09,1271.47,1275.16,1275.47,1238.58,1279.46,1275.77,1237.66,1270.86,1246.58,1210.92,1215.23,1219.84,1225.98,1229.98,1253.64,1198.32,1237.35,1206.93,1224.14,1249.34,1249.65,1199.86,1157.75,1132.55,1120.26,1084.91,1041.27,993.33,1004.08,
502.74,1270.53,1273.91,1277.30,1278.22,1241.62,1280.68,1278.83,1239.47,1271.14,1247.15,1213.94,1216.40,1219.78,1227.16,1231.47,1255.15,1201.02,1237.01,1208.71,1226.55,1251.46,1252.69,1201.02,1160.42,1133.36,1123.21,1085.38,1041.09,993.73,1005.11,
503.20,1271.81,1277.66,1278.28,1283.82,1246.25,1285.98,1283.21,1244.10,1274.27,1249.95,1217.31,1219.46,1222.23,1228.39,1233.93,1259.80,1204.37,1239.48,1210.84,1229.01,1254.87,1255.49,1203.45,1165.57,1136.32,1123.69,1089.20,1043.01,996.51,1007.90,
503.67,1277.10,1282.65,1280.80,1288.51,1249.04,1290.36,1285.11,1248.42,1276.79,1253.36,1220.37,1222.52,1227.46,1231.16,1237.94,1262.30,1207.72,1242.57,1213.89,1232.70,1259.21,1257.98,1207.72,1169.49,1140.82,1128.18,1091.79,1044.62,998.68,1011.01,
504.13,1281.45,1285.77,1283.30,1292.88,1252.12,1292.26,1288.86,1251.81,1279.60,1256.44,1223.40,1226.49,1231.12,1233.59,1241.00,1264.47,1211.36,1243.16,1218.15,1236.68,1263.23,1260.76,1210.74,1172.14,1143.42,1132.31,1094.33,1046.47,1002.00,1013.74,
504.60,1283.19,1289.99,1284.43,1297.41,1256.59,1295.87,1293.39,1254.43,1281.95,1259.68,1226.59,1228.76,1234.63,1235.25,1244.84,1268.03,1214.22,1247.93,1220.71,1240.51,1267.11,1262.16,1212.98,1175.56,1144.63,1133.19,1099.17,1049.99,1004.22,1016.90,
505.07,1286.02,1295.00,1288.81,1301.20,1259.37,1299.03,1295.62,1258.13,1284.47,1264.02,1230.25,1232.73,1239.86,1237.38,1247.29,1271.77,1217.24,1252.87,1224.36,1243.57,1271.46,1264.33,1217.86,1179.13,1147.22,1136.69,1104.16,1053.97,1005.64,1020.20,
505.53,1289.54,1297.29,1290.47,1304.43,1261.94,1301.01,1299.46,1261.32,1286.75,1268.76,1233.72,1234.34,1242.71,1238.99,1249.53,1274.34,1218.83,1253.87,1228.44,1245.50,1275.58,1266.90,1219.76,1181.61,1148.43,1137.57,1104.70,1055.70,1005.77,1020.65,
506.00,1290.60,1300.22,1292.15,1305.18,1264.54,1300.53,1300.53,1263.30,1287.19,1269.20,1236.00,1236.31,1244.07,1239.10,1252.44,1275.71,1220.18,1256.79,1229.18,1248.41,1277.57,1267.34,1222.35,1184.19,1150.06,1137.96,1107.25,1058.23,1008.28,1023.18,
506.47,1293.54,1304.41,1296.02,1308.14,1268.69,1304.41,1304.10,1266.82,1290.12,1272.10,1239.18,1239.80,1248.81,1241.66,1256.88,1278.94,1224.26,1259.68,1229.55,1251.60,1280.18,1271.17,1226.75,1186.68,1153.13,1141.01,1109.64,1060.24,1011.16,1026.38,
506.93,1295.39,1305.34,1299.12,1311.56,1269.27,1304.41,1307.21,1266.78,1291.66,1274.87,1242.22,1241.29,1250.30,1243.46,1258.39,1280.78,1226.05,1260.88,1231.34,1254.04,1282.02,1270.83,1228.23,1191.23,1152.98,1141.79,1111.31,1061.87,1012.12,1027.36,
507.40,1296.82,1308.34,1301.49,1311.45,1269.12,1304.60,1307.71,1267.88,1290.91,1276.28,1244.23,1242.67,1250.76,1243.92,1260.41,1281.57,1227.42,1261.66,1232.40,1254.19,1285.00,1271.61,1228.67,1191.32,1153.98,1141.84,1112.90,1062.48,1013.93,1027.62,
507.86,1299.41,1309.70,1302.53,1313.76,1272.28,1306.59,1310.64,1270.72,1293.80,1277.90,1245.47,1245.15,1254.82,1245.47,1262.93,1280.70,1228.63,1264.49,1233.62,1254.82,1287.25,1272.60,1231.43,1190.89,1155.66,1143.81,1115.74,1064.60,1016.27,1029.05,
508.33,1300.81,1310.80,1304.56,1312.68,1271.45,1305.49,1312.36,1269.58,1294.56,1278.95,1247.71,1248.03,1256.46,1247.71,1263.64,1281.44,1229.29,1265.83,1235.53,1254.90,1286.75,1273.64,1232.72,1190.87,1154.02,1146.52,1116.85,1068.13,1015.66,1029.40,
508.80,1301.01,1311.02,1306.95,1311.96,1271.94,1306.02,1314.77,1270.06,1294.45,1281.94,1248.17,1248.80,1255.68,1248.17,1263.18,1281.94,1230.04,1266.62,1237.23,1255.36,1287.57,1271.94,1231.91,1190.02,1154.06,1146.56,1119.04,1068.08,1016.49,1029.62,
509.26,1301.72,1312.04,1307.04,1312.04,1276.05,1307.66,1315.49,1270.73,1295.46,1282.62,1248.82,1249.45,1256.65,1248.20,1263.84,1283.25,1229.73,1267.91,1236.93,1255.71,1286.69,1273.86,1232.23,1190.61,1154.30,1146.47,1120.50,1068.23,1014.71,1030.36,
509.73,1303.44,1312.84,1307.51,1310.64,1274.92,1309.39,1316.29,1270.84,1297.17,1283.69,1249.53,1251.41,1257.05,1249.84,1264.57,1282.44,1229.47,1266.77,1236.99,1255.80,1285.26,1276.17,1232.92,1192.18,1154.57,1147.99,1121.04,1068.70,1015.42,1031.40,
510.19,1303.62,1311.46,1306.44,1309.27,1274.14,1309.89,1315.54,1270.38,1296.72,1284.49,1247.80,1248.12,1255.64,1249.06,1264.42,1280.73,1228.36,1265.68,1237.14,1255.64,1283.87,1274.46,1232.12,1190.10,1153.10,1148.08,1119.23,1067.17,1016.05,1030.17,
510.66,1301.67,1307.94,1304.81,1306.69,1274.05,1309.20,1313.59,1268.40,1294.14,1281.27,1245.81,1247.07,1253.97,1248.32,1263.38,1277.82,1227.30,1264.95,1234.20,1255.85,1281.58,1273.74,1231.06,1188.38,1153.24,1146.33,1117.46,1066.00,1015.48,1028.66,
511.13,1300.77,1307.37,1303.91,1307.68,1272.17,1310.82,1312.39,1268.08,1293.22,1280.97,1243.88,1248.28,1253.00,1248.91,1261.48,1276.57,1225.34,1264.31,1233.20,1253.63,1278.14,1273.42,1230.68,1185.74,1152.43,1146.15,1116.60,1065.06,1014.15,1028.61,
511.59,1298.35,1304.33,1302.76,1306.22,1269.73,1308.74,1310.31,1265.32,1291.75,1280.11,1242.04,1244.56,1248.96,1248.33,1259.34,1275.07,1222.85,1263.75,1234.81,1252.74,1276.65,1270.04,1226.63,1182.27,1149.86,1145.14,1115.26,1063.66,1013.33,1026.85,
512.06,1294.69,1302.56,1298.47,1303.82,1269.17,1307.29,1306.97,1263.81,1288.39,1277.99,1240.19,1242.39,1245.86,1245.23,1256.88,1272.95,1221.29,1263.81,1232.63,1250.90,1275.15,1269.48,1224.12,1179.71,1149.15,1142.22,1113.24,1061.58,1012.12,1025.35,
512.52,1289.80,1297.68,1294.84,1300.20,1266.45,1304.62,1303.36,1260.14,1286.96,1273.71,1234.59,1241.85,1241.85,1243.74,1252.26,1269.61,1217.56,1261.41,1228.60,1248.47,1269.61,1265.51,1221.98,1176.87,1146.27,1139.97,1110.00,1059.22,1009.06,1022.31,
512.99,1283.28,1291.48,1290.22,1294.64,1260.23,1298.43,1297.17,1254.55,1280.44,1268.44,1228.66,1234.98,1235.61,1239.08,1246.34,1266.23,1211.93,1257.07,1224.87,1243.82,1264.34,1260.86,1213.83,1170.58,1141.85,1133.96,1105.54,1055.03,1003.89,1017.15,
513.46,1276.96,1284.86,1282.34,1289.29,1253.90,1291.50,1289.60,1249.16,1272.54,1261.80,1222.61,1227.35,1228.30,1232.41,1239.04,1261.16,1205.55,1250.74,1216.61,1238.73,1259.58,1254.21,1208.08,1164.47,1137.61,1127.50,1098.74,1047.55,999.51,1013.42,
513.92,1268.79,1276.38,1272.58,1281.44,1243.80,1283.02,1279.54,1239.68,1266.26,1252.34,1213.43,1220.71,1220.71,1225.77,1230.19,1251.07,1197.61,1242.53,1209.63,1230.83,1249.49,1246.96,1200.46,1155.86,1130.24,1119.48,1091.33,1041.03,993.27,1007.18,
514.39,1257.58,1266.45,1262.33,1271.52,1231.61,1273.73,1268.67,1229.71,1257.58,1242.70,1204.38,1210.08,1211.98,1216.73,1220.53,1241.43,1188.54,1231.93,1200.26,1220.85,1240.16,1237.00,1190.13,1146.74,1120.77,1110.32,1082.13,1033.05,984.59,998.84,
514.85,1248.04,1255.96,1253.11,1262.30,1221.10,1263.25,1258.18,1221.10,1246.13,1231.87,1194.48,1200.18,1203.03,1206.84,1211.59,1234.09,1181.48,1221.73,1190.67,1212.22,1231.56,1227.75,1181.48,1135.85,1113.98,1102.57,1072.46,1023.97,976.75,990.38,
515.32,1238.99,1248.19,1244.70,1255.81,1213.93,1255.49,1251.37,1213.93,1239.31,1224.72,1186.64,1194.57,1195.21,1199.65,1204.09,1225.99,1174.27,1212.98,1182.52,1203.46,1223.13,1220.91,1174.27,1127.94,1108.59,1093.04,1067.66,1017.53,970.25,985.17,
515.79,1230.76,1243.78,1236.79,1248.55,1205.65,1248.87,1243.15,1207.88,1233.30,1218.36,1179.91,1187.22,1191.03,1193.26,1197.07,1220.90,1168.15,1205.65,1176.73,1196.12,1217.09,1214.23,1167.84,1123.35,1101.74,1088.07,1063.29,1012.44,963.82,980.35,
516.25,1224.36,1238.04,1230.73,1240.27,1197.96,1242.18,1237.72,1202.41,1227.86,1211.96,1173.47,1180.15,1184.28,1187.78,1191.92,1217.05,1163.29,1197.96,1171.24,1191.60,1211.00,1207.82,1161.38,1119.39,1097.12,1083.45,1057.04,1006.47,958.75,975.29,
516.72,1219.24,1234.53,1226.57,1238.03,1194.07,1238.35,1231.03,1198.21,1223.70,1206.49,1167.95,1176.23,1181.33,1182.28,1188.02,1211.59,1158.71,1192.80,1165.40,1186.74,1205.86,1202.99,1158.39,1116.33,1094.35,1077.78,1053.25,1001.64,953.54,970.42,
517.18,1215.91,1231.53,1223.24,1232.81,1188.81,1235.36,1227.07,1196.14,1219.73,1199.97,1163.63,1172.87,1179.88,1178.29,1184.03,1208.26,1155.34,1186.58,1162.35,1183.07,1201.24,1199.97,1155.34,1114.21,1091.58,1076.59,1050.13,997.53,949.71,968.20,
517.65,1214.76,1229.75,1222.73,1232.30,1187.00,1232.94,1226.88,1194.34,1217.31,1199.12,1160.21,1170.10,1178.71,1175.52,1183.49,1205.50,1156.38,1184.13,1161.48,1182.54,1200.40,1199.12,1153.51,1112.99,1089.39,1074.40,1048.56,995.60,949.67,967.21,
518.12,1214.08,1231.33,1223.66,1233.88,1189.16,1233.56,1226.85,1195.55,1218.23,1199.07,1162.65,1171.28,1179.26,1174.79,1184.37,1206.41,1156.90,1185.01,1161.06,1182.78,1201.94,1200.02,1155.63,1115.70,1089.51,1073.54,1050.22,996.24,951.52,968.13,
518.58,1215.72,1233.62,1226.91,1233.94,1191.75,1237.14,1228.83,1197.50,1222.12,1201.02,1163.93,1172.89,1182.48,1176.72,1187.59,1207.73,1158.50,1187.91,1164.57,1184.71,1202.62,1202.30,1158.82,1117.58,1092.01,1076.02,1051.73,997.38,953.91,969.89,
519.05,1219.77,1237.69,1233.21,1239.60,1197.38,1238.97,1234.49,1202.18,1225.21,1206.02,1168.91,1176.58,1186.18,1179.14,1192.26,1211.45,1162.51,1191.94,1168.59,1189.06,1208.57,1206.02,1162.51,1122.20,1096.61,1080.94,1054.38,1001.60,956.81,973.13,
519.51,1228.03,1247.27,1242.14,1247.91,1207.20,1246.31,1243.10,1210.40,1232.20,1212.97,1178.67,1184.44,1192.45,1185.72,1200.47,1218.42,1170.01,1201.11,1176.10,1197.58,1216.81,1213.61,1170.98,1129.95,1105.26,1086.99,1063.59,1009.10,964.86,979.29,
519.98,1235.83,1254.13,1249.32,1255.74,1215.93,1255.09,1251.88,1218.18,1241.29,1221.07,1186.08,1193.46,1200.85,1194.43,1207.91,1225.88,1177.09,1209.51,1182.55,1203.09,1224.60,1219.46,1179.66,1138.25,1111.61,1094.28,1071.16,1016.27,971.33,986.74,
520.44,1244.28,1260.98,1255.84,1261.95,1221.79,1260.98,1259.38,1223.72,1248.13,1228.21,1193.84,1200.26,1206.69,1201.55,1213.12,1233.03,1184.20,1216.01,1190.95,1210.22,1232.07,1226.61,1185.81,1145.65,1116.73,1101.31,1074.97,1022.92,975.70,992.72,
520.91,1253.49,1268.61,1265.40,1270.22,1231.61,1269.58,1269.26,1232.90,1255.74,1236.12,1202.01,1209.09,1212.95,1207.81,1222.28,1240.94,1193.01,1225.50,1199.12,1217.78,1240.30,1234.19,1193.65,1151.18,1124.15,1108.07,1083.29,1029.88,982.27,998.68,
521.38,1263.16,1275.41,1273.80,1279.60,1243.49,1277.99,1278.64,1240.59,1264.13,1245.75,1210.61,1218.35,1222.54,1215.45,1230.92,1247.69,1200.94,1233.82,1205.45,1225.12,1248.98,1243.17,1203.52,1159.67,1131.30,1117.44,1092.29,1037.80,990.09,1005.56,
521.84,1270.81,1281.79,1279.85,1284.37,1248.54,1285.02,1287.27,1247.57,1271.78,1252.41,1218.20,1226.59,1230.14,1222.72,1236.92,1255.64,1206.90,1241.44,1212.71,1231.43,1254.67,1249.19,1210.13,1166.88,1133.95,1124.59,1098.77,1046.15,996.44,1012.58,
522.31,1275.91,1286.26,1285.61,1290.79,1253.60,1291.11,1293.70,1252.96,1277.53,1259.75,1223.53,1231.94,1235.82,1227.41,1242.61,1262.01,1212.54,1247.46,1217.06,1235.82,1260.39,1253.60,1214.15,1171.15,1137.85,1128.79,1103.25,1050.87,1001.72,1016.59,
522.77,1280.59,1288.37,1288.37,1293.88,1257.90,1295.82,1297.12,1257.25,1281.56,1263.41,1229.70,1234.89,1239.75,1232.62,1246.88,1266.33,1215.12,1251.10,1220.63,1239.10,1264.39,1258.88,1218.04,1174.60,1140.90,1133.44,1105.89,1054.03,1004.44,1018.38,
523.24,1283.29,1289.13,1289.13,1294.32,1257.32,1297.57,1300.81,1257.97,1284.91,1264.79,1231.03,1238.17,1243.69,1235.90,1248.88,1268.68,1216.43,1251.81,1221.62,1239.80,1264.79,1260.24,1220.00,1177.48,1140.16,1136.26,1107.38,1057.07,1006.44,1019.42,
523.70,1286.00,1288.60,1289.90,1295.09,1258.05,1296.72,1300.94,1258.38,1285.02,1266.50,1230.76,1238.88,1244.08,1235.96,1248.96,1268.78,1217.44,1251.23,1221.01,1239.21,1265.20,1258.70,1220.04,1177.48,1140.76,1136.54,1108.60,1057.91,1007.22,1019.24,
524.17,1285.84,1287.14,1289.42,1293.97,1259.80,1299.83,1300.48,1258.17,1285.19,1265.33,1230.19,1237.67,1243.53,1237.35,1249.39,1268.91,1217.49,1251.34,1221.40,1238.65,1265.01,1259.80,1220.75,1178.44,1140.69,1135.16,1108.79,1056.72,1008.23,1019.62,
524.64,1284.97,1285.30,1290.19,1294.09,1256.96,1299.96,1300.28,1256.96,1284.65,1265.11,1226.67,1238.40,1242.96,1238.40,1249.47,1269.67,1215.60,1251.42,1221.13,1236.44,1262.83,1259.57,1220.81,1179.11,1139.70,1136.77,1106.48,1056.64,1008.11,1020.16,
525.10,1287.21,1286.23,1292.10,1294.71,1258.50,1301.23,1300.25,1256.87,1285.58,1266.98,1226.86,1237.30,1243.49,1240.23,1250.02,1269.59,1216.09,1252.63,1223.92,1237.62,1263.39,1260.46,1221.64,1179.23,1140.09,1138.13,1105.51,1057.23,1009.93,1020.04,
525.57,1287.69,1286.38,1291.94,1296.51,1261.23,1301.41,1299.78,1258.29,1286.71,1266.13,1227.91,1238.04,1242.61,1241.30,1251.43,1269.72,1216.81,1254.37,1223.67,1240.32,1264.50,1259.60,1221.05,1180.55,1142.00,1138.73,1105.74,1057.07,1011.34,1019.50,
526.03,1287.11,1288.09,1293.32,1298.56,1259.31,1301.50,1298.88,1258.99,1288.75,1266.84,1227.59,1238.39,1244.60,1243.94,1251.47,1270.43,1216.48,1255.06,1224.00,1240.35,1264.22,1260.30,1223.02,1182.79,1142.90,1139.30,1104.31,1056.90,1012.10,1020.60,
